file,rel,triald,RTCR,JetsamEvent,EraseDevice,MyViettel,mobileconfig,MCProfile,profileinstalld,BackgroundShortcutRunner,WifiLQMMetrics,DroopCount,認証,設定,追跡,通信,許可,監視,共有,アクセス
part2.txt,part2.txt,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
