file,rel,triald,RTCR,JetsamEvent,EraseDevice,MyViettel,mobileconfig,MCProfile,profileinstalld,BackgroundShortcutRunner,WifiLQMMetrics,DroopCount,認証,設定,追跡,通信,許可,監視,共有,アクセス
part3.txt,part3.txt,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False
