file,rel,triald,RTCR,JetsamEvent,EraseDevice,MyViettel,mobileconfig,MCProfile,profileinstalld,BackgroundShortcutRunner,WifiLQMMetrics,DroopCount,認証,設定,追跡,通信,許可,監視,共有,アクセス
part1.txt,part1.txt,True,True,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False
